sequence,symbol,ask_price,partitionKey,time_exchange,bid_size,id,ts,ask_size,bid_price
861363,QUOTE_COINBASE_SPOT_BTC_USDT,16864.71,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:58:56.348384Z,0.02966131,58e1abcd-4d22-4492-8607-6e209d5be08d,2023-01-04T16:58:56.417720100Z,0.03794989,16863.27
861367,QUOTE_COINBASE_SPOT_BTC_USDT,16864.71,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:58:57.054727Z,0.02966131,283ec0a9-5564-4bce-8f65-475fe489b672,2023-01-04T16:58:57.122471800Z,0.03794989,16863.27
861380,QUOTE_COINBASE_SPOT_BTC_USDT,16864.47,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:58:58.319430Z,0.02966131,4640c109-4491-48c2-993c-1963c4d1068a,2023-01-04T16:58:58.386621600Z,0.03794989,16863.27
861381,QUOTE_COINBASE_SPOT_BTC_USDT,16864.46,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:58:59.381522Z,0.02966131,601635a9-0b41-49fc-8589-569c027e2697,2023-01-04T16:58:59.449481Z,0.004,16863.27
861392,QUOTE_COINBASE_SPOT_BTC_USDT,16864.48,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:00.866630Z,0.02966131,180f9794-7892-460a-abc4-d52f964e3f46,2023-01-04T16:59:00.934512300Z,0.03794989,16863.27
861401,QUOTE_COINBASE_SPOT_BTC_USDT,16864.72,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:01.389517Z,0.02966131,4f986c05-631c-4863-a208-e775f9ec07f7,2023-01-04T16:59:01.459204200Z,0.03794989,16863.27
861403,QUOTE_COINBASE_SPOT_BTC_USDT,16864.82,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:01.784572Z,0.02966131,0af14acc-061c-4791-9dd6-bf7e5e44bfba,2023-01-04T16:59:01.858828400Z,0.03794989,16863.27
861404,QUOTE_COINBASE_SPOT_BTC_USDT,16864.81,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:01.966314Z,0.02966131,8726774c-131d-4f61-9211-148d21b4b66e,2023-01-04T16:59:02.035744300Z,0.02542727,16863.27
861412,QUOTE_COINBASE_SPOT_BTC_USDT,16864.63,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:03.411791Z,0.02966131,dc532833-24a7-41c8-a2e7-259050b38000,2023-01-04T16:59:03.478760600Z,0.03794989,16863.27
861416,QUOTE_COINBASE_SPOT_BTC_USDT,16864.53,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:03.839538Z,0.02966131,e0b3bbcc-1741-49ec-9a7e-b8bad1ad0558,2023-01-04T16:59:03.909199100Z,0.03794989,16863.27
861419,QUOTE_COINBASE_SPOT_BTC_USDT,16864.65,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:04.714809Z,0.02966131,36c4e49f-7c11-436a-bbfd-d5922aaa35a5,2023-01-04T16:59:04.787202900Z,0.03794989,16863.27
861426,QUOTE_COINBASE_SPOT_BTC_USDT,16864.78,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:05.172635Z,0.07966131,12496fd4-61bf-494d-be2b-809187c4766d,2023-01-04T16:59:05.244208800Z,0.02542727,16863.27
861428,QUOTE_COINBASE_SPOT_BTC_USDT,16864.82,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:05.478571Z,0.02966131,a8720acb-5720-41e2-a328-5d7d8d73fc22,2023-01-04T16:59:05.546563700Z,0.02542727,16863.27
861429,QUOTE_COINBASE_SPOT_BTC_USDT,16864.81,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:06.705097Z,0.02966131,c15e3915-41a6-47c2-ad70-b74bc7106e0b,2023-01-04T16:59:06.775084300Z,0.04284492,16863.27
861431,QUOTE_COINBASE_SPOT_BTC_USDT,16865.01,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:07.204973Z,0.02966131,956312cd-ffe6-4e92-8eb5-a7c44824ea9f,2023-01-04T16:59:07.274578500Z,0.02542727,16863.27
861448,QUOTE_COINBASE_SPOT_BTC_USDT,16864.64,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:07.883612Z,0.02966131,27a53583-8755-4749-8fdd-e39e724eccc8,2023-01-04T16:59:07.950293400Z,0.03794989,16863.27
861452,QUOTE_COINBASE_SPOT_BTC_USDT,16864.74,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:08.016931Z,0.02966131,a6502617-6bf2-475e-b04e-326bd8837285,2023-01-04T16:59:08.087672500Z,0.03794989,16863.27
861490,QUOTE_COINBASE_SPOT_BTC_USDT,16864.68,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:09.406949Z,0.02966131,e76c2103-6775-42d1-8c41-9415fd2362df,2023-01-04T16:59:09.473900700Z,0.03794989,16863.27
861500,QUOTE_COINBASE_SPOT_BTC_USDT,16864.74,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:09.502716Z,0.02966131,937f8405-8ead-48ca-be1d-f88d000c7e3c,2023-01-04T16:59:09.569098Z,0.03794989,16863.27
861503,QUOTE_COINBASE_SPOT_BTC_USDT,16864.53,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:11.370912Z,0.02966131,7bb8f6f7-279e-46d9-9349-48191e59bc3e,2023-01-04T16:59:11.440035200Z,0.03794989,16863.27
861505,QUOTE_COINBASE_SPOT_BTC_USDT,16864.53,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:11.639943Z,0.02966131,e7fa4bea-cd40-4c00-956c-d89c15d65a22,2023-01-04T16:59:11.706116Z,0.03794989,16863.27
861513,QUOTE_COINBASE_SPOT_BTC_USDT,16864.36,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:12.121297Z,0.02966131,acea9977-46be-48e6-9384-f2fe7bb7d6c2,2023-01-04T16:59:12.190053200Z,0.03794989,16863.27
861515,QUOTE_COINBASE_SPOT_BTC_USDT,16864.16,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:13.318424Z,0.02966131,64348fff-a9b7-47a3-860b-6c0baced5886,2023-01-04T16:59:13.385399900Z,0.03794989,16863.27
861532,QUOTE_COINBASE_SPOT_BTC_USDT,16863.96,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:13.574121Z,1.31e-06,d563a18c-31c9-49d9-9e67-27c1a95d8517,2023-01-04T16:59:13.640382500Z,0.03794989,16863.27
861537,QUOTE_COINBASE_SPOT_BTC_USDT,16863.63,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:14.346999Z,1.31e-06,815d5ac6-51c3-4515-bd91-df41e53b6c24,2023-01-04T16:59:14.413611100Z,0.004,16863.27
861539,QUOTE_COINBASE_SPOT_BTC_USDT,16863.64,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:14.465663Z,0.04449367,3bb50ef3-2d85-499b-974b-de63c78e1dc4,2023-01-04T16:59:14.531898Z,0.03794989,16862.62
861547,QUOTE_COINBASE_SPOT_BTC_USDT,16863.66,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:15.056916Z,0.02966131,4269450a-734b-4014-9c24-0b483bfb7c16,2023-01-04T16:59:15.123789200Z,0.178,16863.27
861553,QUOTE_COINBASE_SPOT_BTC_USDT,16863.63,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:15.894156Z,1.31e-06,cef37f1e-def0-44e2-9354-ee86a871e978,2023-01-04T16:59:15.963693400Z,0.03794989,16863.27
861559,QUOTE_COINBASE_SPOT_BTC_USDT,16863.62,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:16.175358Z,0.02966244,30d87ff4-c98d-40b8-b61c-793eeb334460,2023-01-04T16:59:16.248285600Z,0.004,16862.63
861566,QUOTE_COINBASE_SPOT_BTC_USDT,16863.63,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:18.186469Z,0.02966244,e6559fb6-6e58-49e8-b8d6-7ebea115b3a6,2023-01-04T16:59:18.260478400Z,0.02,16862.63
861569,QUOTE_COINBASE_SPOT_BTC_USDT,16863.6,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:18.571953Z,0.02966244,bea271a2-7178-4b98-b321-80d0437e3060,2023-01-04T16:59:18.647166800Z,0.03794989,16862.63
861571,QUOTE_COINBASE_SPOT_BTC_USDT,16863.6,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:19.014777Z,0.02966244,bd5a7343-c4d5-4d47-87c7-daa572bf3d32,2023-01-04T16:59:19.083133800Z,0.004,16862.63
861572,QUOTE_COINBASE_SPOT_BTC_USDT,16863.61,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:19.418378Z,0.02966244,41818c25-a110-4a36-80f8-76df5d952a68,2023-01-04T16:59:19.496004700Z,0.02,16862.63
861573,QUOTE_COINBASE_SPOT_BTC_USDT,16863.65,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:20.855032Z,0.02966244,e80b2ade-0153-4e87-a786-421f3547fd5d,2023-01-04T16:59:20.923044400Z,0.03794989,16862.63
861583,QUOTE_COINBASE_SPOT_BTC_USDT,16863.45,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:21.405313Z,2.44e-06,792ff02e-d6b6-450c-a636-71a9ec33b69d,2023-01-04T16:59:21.478211100Z,0.04249873,16862.63
861598,QUOTE_COINBASE_SPOT_BTC_USDT,16861.83,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:21.647120Z,0.03794989,c0f2fc44-bb36-4d2e-8541-32ddd27cc961,2023-01-04T16:59:21.719307Z,0.04249873,16859.46
861609,QUOTE_COINBASE_SPOT_BTC_USDT,16861.79,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:22.310842Z,0.03794989,92bf5da9-ae9a-4470-a2d7-fa87fab901d3,2023-01-04T16:59:22.378566800Z,0.04234512,16859.3
861612,QUOTE_COINBASE_SPOT_BTC_USDT,16861.79,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:22.832858Z,0.08794989,ae5a675d-d3d5-44bb-a966-60b106bc6563,2023-01-04T16:59:22.901311600Z,0.04234512,16859.37
861617,QUOTE_COINBASE_SPOT_BTC_USDT,16861.79,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:23.375307Z,0.03794989,d33af531-8016-494c-8a72-feff0bc776ca,2023-01-04T16:59:23.441469Z,0.04234512,16859.37
861621,QUOTE_COINBASE_SPOT_BTC_USDT,16861.73,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:23.739081Z,0.03794989,15504293-0c99-49be-b28c-106dc577cbc5,2023-01-04T16:59:23.805675600Z,0.04234512,16859.37
861630,QUOTE_COINBASE_SPOT_BTC_USDT,16861.71,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:24.228523Z,0.05625626,beebddf1-e0e0-4fed-9b4c-2f2b9e324bea,2023-01-04T16:59:24.295282300Z,0.04634512,16859.29
861631,QUOTE_COINBASE_SPOT_BTC_USDT,16861.71,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:24.751774Z,0.03794989,09fd8c3c-828f-43b7-9fab-06b84512ce05,2023-01-04T16:59:24.820896500Z,0.04634512,16859.31
861647,QUOTE_COINBASE_SPOT_BTC_USDT,16861.61,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:25.319487Z,0.05625626,5ab74c8c-0e54-419d-9bbc-21fb684de648,2023-01-04T16:59:25.389667200Z,0.04234512,16859.29
861684,QUOTE_COINBASE_SPOT_BTC_USDT,16861.3,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:25.879085Z,0.00064066,06fd34e4-d45b-4b56-ac64-62a605a2bcdc,2023-01-04T16:59:25.945589200Z,0.04234512,16858.29
861745,QUOTE_COINBASE_SPOT_BTC_USDT,16861.42,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:26.403193Z,0.00064066,0b1f162d-52b5-428f-95d4-4907a80c3f44,2023-01-04T16:59:26.470318400Z,0.03794989,16858.29
861811,QUOTE_COINBASE_SPOT_BTC_USDT,16861.62,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:26.900695Z,0.00064066,4cce81e1-7e3d-4183-a64a-5d5f976039fe,2023-01-04T16:59:26.974330400Z,0.03794989,16858.29
861855,QUOTE_COINBASE_SPOT_BTC_USDT,16861.62,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:27.403610Z,0.03794989,cd341c21-91e4-4d5c-b148-e7b0933740bd,2023-01-04T16:59:27.471652500Z,0.04238554,16858.48
861925,QUOTE_COINBASE_SPOT_BTC_USDT,16861.62,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:27.866254Z,0.03794989,8e074e0b-d370-46a6-8dae-8856848460c2,2023-01-04T16:59:27.937524700Z,0.04238554,16858.48
862024,QUOTE_COINBASE_SPOT_BTC_USDT,16861.62,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:28.399780Z,0.03794989,0b6c949e-41e5-413b-bb50-b09a0269f788,2023-01-04T16:59:28.465876300Z,0.03794989,16858.48
862066,QUOTE_COINBASE_SPOT_BTC_USDT,16861.19,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:28.786243Z,0.03794989,3d2fbc73-a089-46bd-8b7a-2be81a46ac11,2023-01-04T16:59:28.870916500Z,0.04247383,16858.48
862121,QUOTE_COINBASE_SPOT_BTC_USDT,16861.79,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:29.405973Z,0.03794989,f0e6710e-7f2f-43bd-a020-fcb1adbdef29,2023-01-04T16:59:29.472160200Z,0.004,16858.48
862153,QUOTE_COINBASE_SPOT_BTC_USDT,16861.4,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:29.899924Z,0.03794989,d726490c-ce49-4ae6-be9a-962a8703183e,2023-01-04T16:59:29.972243900Z,0.03794989,16858.48
862163,QUOTE_COINBASE_SPOT_BTC_USDT,16861.31,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:30.208402Z,0.03794989,92691faa-4da5-4562-8250-eb2579cc2671,2023-01-04T16:59:30.280941100Z,0.04647383,16858.48
862169,QUOTE_COINBASE_SPOT_BTC_USDT,16861.22,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:30.753707Z,0.03794989,54dd4719-cfb7-4517-a429-4a8c523c7019,2023-01-04T16:59:30.819951700Z,0.04247383,16858.48
862181,QUOTE_COINBASE_SPOT_BTC_USDT,16861.22,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:31.054765Z,0.03794989,1529bc2c-2ba2-46b5-af3b-4bd662edacf2,2023-01-04T16:59:31.135987300Z,0.04247383,16858.68
862182,QUOTE_COINBASE_SPOT_BTC_USDT,16861.22,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:31.486011Z,0.08794989,749eb6b3-7408-4036-b67f-ba7212fa0864,2023-01-04T16:59:31.554914300Z,0.04247383,16858.68
862196,QUOTE_COINBASE_SPOT_BTC_USDT,16861.52,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:32.397506Z,0.03794989,210234e2-d687-419b-b53a-9431a43ffceb,2023-01-04T16:59:32.467390300Z,0.04247383,16858.92
862197,QUOTE_COINBASE_SPOT_BTC_USDT,16861.52,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:32.897345Z,0.05,122835c6-fcdb-4e8f-bfed-1c1cafe452d4,2023-01-04T16:59:32.971964700Z,0.04247383,16859.23
862201,QUOTE_COINBASE_SPOT_BTC_USDT,16861.56,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:33.138140Z,0.0445026,64592906-196a-4fd3-802d-e08eadd1465c,2023-01-04T16:59:33.206434600Z,0.03794989,16859.25
862213,QUOTE_COINBASE_SPOT_BTC_USDT,16861.16,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:33.903724Z,0.0445026,7bd7c942-7db5-4a9a-8046-17a81f7bade6,2023-01-04T16:59:33.970395400Z,0.03794989,16859.25
862220,QUOTE_COINBASE_SPOT_BTC_USDT,16861.4,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:34.360907Z,0.0445026,086684dc-da39-4490-a48c-98e17dd525f9,2023-01-04T16:59:34.427560200Z,0.03794989,16859.25
862222,QUOTE_COINBASE_SPOT_BTC_USDT,16861.55,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:34.931644Z,0.0445026,32f7aea4-5c4e-4a5f-8829-fa6e83474fd6,2023-01-04T16:59:34.998627700Z,0.03794989,16859.25
862224,QUOTE_COINBASE_SPOT_BTC_USDT,16861.55,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:35.720339Z,0.0445026,1d474294-5a62-4c76-b5c7-8c9677230dc5,2023-01-04T16:59:35.786922600Z,0.03794989,16859.25
862233,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:36.359718Z,0.02966794,1654799c-5ceb-4580-80d5-44d9ba1073fb,2023-01-04T16:59:36.427915500Z,0.01,16859.5
862234,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:36.899537Z,0.02,232f6562-5d30-4bb8-a1fc-4d3e02b1ea4f,2023-01-04T16:59:36.967149800Z,0.01,16859.51
862235,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:37.885606Z,0.02,31e4c6e6-c729-454a-852c-c64678cf7e7a,2023-01-04T16:59:37.954633800Z,0.178,16859.51
862236,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:38.335132Z,0.07,a57d4c0f-e544-4e8d-947f-80e2d7de68ff,2023-01-04T16:59:38.402727900Z,0.178,16859.51
862238,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:38.482483Z,0.08794989,85afa38b-2fd0-4064-8449-e1a009140a36,2023-01-04T16:59:38.549509400Z,0.178,16859.52
862246,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:39.147220Z,0.03794989,d52d2e87-3115-4833-9e91-e1046b78b380,2023-01-04T16:59:39.215920800Z,0.178,16859.64
862247,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:39.493157Z,0.02,1a2f1205-e847-4e0f-a7f4-912197ae66cd,2023-01-04T16:59:39.568344Z,0.178,16859.53
862248,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:40.187904Z,0.07,ee21c1dc-8f9f-4b21-9bb2-daee4011b99d,2023-01-04T16:59:40.254871400Z,0.178,16859.53
862250,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:40.429758Z,0.02966794,c6b856fe-35c6-433d-bf81-ccab2e8ac152,2023-01-04T16:59:40.498292900Z,0.178,16859.5
862256,QUOTE_COINBASE_SPOT_BTC_USDT,16861.16,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:42.285746Z,0.02966794,4331338a-f7db-4efa-a171-ff0b18d8877b,2023-01-04T16:59:42.358384400Z,0.02,16859.5
862258,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:43.412619Z,0.07966794,dc01e41c-2f6d-47ce-9f36-c1d2eab2bfc7,2023-01-04T16:59:43.478940100Z,0.178,16859.5
862259,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:43.836257Z,0.02966794,a7ad28a5-c79c-4403-bc16-49418a3cbf4e,2023-01-04T16:59:43.907476600Z,0.178,16859.5
862263,QUOTE_COINBASE_SPOT_BTC_USDT,16861.17,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:47.262081Z,0.02966794,1c402340-6b80-425d-a302-7148da42fe76,2023-01-04T16:59:47.331356800Z,0.178,16859.5
862270,QUOTE_COINBASE_SPOT_BTC_USDT,16861.4,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:47.905297Z,0.02966794,f6102250-6088-4d78-ae62-a60b8af465bc,2023-01-04T16:59:47.972027900Z,0.08042372,16859.5
862280,QUOTE_COINBASE_SPOT_BTC_USDT,16861.06,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:48.175858Z,0.02966794,6b9d600f-d659-4ee4-b8e7-6ee55b79a9a8,2023-01-04T16:59:48.242386100Z,0.03794989,16859.5
862281,QUOTE_COINBASE_SPOT_BTC_USDT,16861.05,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:48.915621Z,0.02966794,0d09db6d-51cc-4ef4-867e-e8b3c1562ae3,2023-01-04T16:59:48.982801600Z,0.02,16859.5
862294,QUOTE_COINBASE_SPOT_BTC_USDT,16860.66,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:49.106266Z,0.02966884,e822ad58-70a0-44a4-8f2e-f9ed3d9fa153,2023-01-04T16:59:49.173334200Z,0.03794989,16859.01
862318,QUOTE_COINBASE_SPOT_BTC_USDT,16860.44,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:49.384682Z,0.02966794,87904ad1-4ecc-4008-8a27-6a69b021027a,2023-01-04T16:59:49.454473500Z,0.03794989,16859.5
862332,QUOTE_COINBASE_SPOT_BTC_USDT,16860.86,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:50.246136Z,0.0445026,acaba648-6a79-44db-a939-aaf5f84bbf29,2023-01-04T16:59:50.313499300Z,0.03794989,16859.25
862344,QUOTE_COINBASE_SPOT_BTC_USDT,16861.19,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:50.880960Z,0.0445026,5e9d676d-d547-4f6f-84c2-615138a91e34,2023-01-04T16:59:50.956351900Z,0.04256188,16859.25
862349,QUOTE_COINBASE_SPOT_BTC_USDT,16861.15,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:51.411914Z,0.0445026,fe9734e7-19a3-4fa3-a301-857f331e4f1a,2023-01-04T16:59:51.478967Z,0.04249034,16859.25
862356,QUOTE_COINBASE_SPOT_BTC_USDT,16861.2,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:51.433772Z,0.0445026,f4746979-3d01-41b1-bc3f-99dc849eea5b,2023-01-04T16:59:51.523388700Z,0.03794989,16859.25
862361,QUOTE_COINBASE_SPOT_BTC_USDT,16861.1,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:53.029403Z,0.0445026,b296fa6f-90f7-4f96-a763-a9bae9afa2dd,2023-01-04T16:59:53.106533800Z,0.03794989,16859.25
862374,QUOTE_COINBASE_SPOT_BTC_USDT,16861.0,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:54.088458Z,0.0445026,492e8df8-30eb-4a0d-81aa-7c2046b192c3,2023-01-04T16:59:54.155234Z,0.03794989,16859.25
862377,QUOTE_COINBASE_SPOT_BTC_USDT,16861.19,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:54.909262Z,0.0445026,f311bbb2-4800-490e-9a1f-3af7d2e54aeb,2023-01-04T16:59:54.979737500Z,0.04241921,16859.25
862380,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:55.038994Z,0.02966794,4dea6156-d8db-4a01-928c-9f941ec9e063,2023-01-04T16:59:55.106282400Z,0.01,16859.5
862382,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:56.868270Z,0.02,fad7b40f-b1d5-46a6-865c-7b81b8722e40,2023-01-04T16:59:56.936548700Z,0.01,16859.65
862384,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:57.316068Z,0.08794989,446009a2-3d2c-4a3f-a314-83aa97758eb9,2023-01-04T16:59:57.395346100Z,0.01,16859.51
862385,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:57.585228Z,0.02,9422907a-ec5f-47c5-aa25-ef3bb85beb63,2023-01-04T16:59:57.652091100Z,0.01,16859.52
862387,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:58.148818Z,0.02,f183586d-93b3-4d46-b677-1f250fefe24f,2023-01-04T16:59:58.222552400Z,0.01,16859.54
862388,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:58.814083Z,0.02966794,babf4618-a237-4a98-a435-a610c8748faf,2023-01-04T16:59:58.882183500Z,0.01,16859.5
862389,QUOTE_COINBASE_SPOT_BTC_USDT,16861.59,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T16:59:59.355522Z,0.07966794,d9e31997-ec31-4d1a-894d-b268402b221e,2023-01-04T16:59:59.431415400Z,0.01,16859.5
862422,QUOTE_COINBASE_SPOT_BTC_USDT,16862.82,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T17:00:00.379995Z,0.05,908e5605-dab0-4088-a223-3d761eec6ced,2023-01-04T17:00:00.447235200Z,0.178,16861.02
862439,QUOTE_COINBASE_SPOT_BTC_USDT,16863.22,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T17:00:00.873417Z,0.00064066,b675db4a-9132-4258-82ae-eac1170a9ad8,2023-01-04T17:00:00.940310800Z,0.01,16862.04
862441,QUOTE_COINBASE_SPOT_BTC_USDT,16863.22,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T17:00:01.070268Z,0.00064066,725f7f30-015c-4733-85c7-79f9166d1743,2023-01-04T17:00:01.137305100Z,0.01,16862.04
862450,QUOTE_COINBASE_SPOT_BTC_USDT,16863.72,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T17:00:02.734863Z,0.00064066,4d0c5626-4fa7-4ca3-9fee-bfdac65c0543,2023-01-04T17:00:02.803855700Z,0.01,16862.04
862455,QUOTE_COINBASE_SPOT_BTC_USDT,16863.72,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T17:00:03.228697Z,0.00064066,1573e416-ea9e-44b7-be46-5d8c846d7d09,2023-01-04T17:00:03.297948100Z,0.01,16862.04
862475,QUOTE_COINBASE_SPOT_BTC_USDT,16863.1,QUOTE_COINBASE_SPOT_BTC_USDT,2023-01-04T17:00:03.906870Z,0.07415933,434e2114-c654-464b-8256-887e9815a064,2023-01-04T17:00:03.974641700Z,0.03794989,16861.89
